Activity Date,Trans Code,Quantity,Price,Amount,Ticker
2014-04-08,Buy,470.0426,11.87,-457.61,EFC
2018-06-10,Buy,77.5427,1839.27,40875.78,GPOb
2015-05-04,Buy,233.2572,4.44,25834.05,NFT
2022-09-13,Dividend,0.0,129.22,-45237.51,EDGk
2015-02-15,Deposit,479.3679,27.73,37540.82,OCQ
2010-09-03,Sell,577.4051,735.6,35709.51,KBG.
2018-12-16,Buy,221.0055,346.8,2656.25,GPW
2019-10-20,Dividend,0.0,1523.82,31844.63,YBE
2019-06-27,Sell,157.1679,326.6,34685.49,TMA.
2020-12-19,Split,0.0,471.05,17436.9,HBKY
2017-12-26,Buy,0.0,553.73,616.99,KFB
2023-05-13,Split,535.669,1815.81,18320.75,XYY
2023-07-19,Dividend,168.7607,24.55,47143.47,YQW
2016-11-08,Dividend,568.8001,1701.02,35519.81,FIV
2011-12-05,Split,242.7564,1622.5,-42902.89,TME.
2025-01-14,Split,0.0,1900.24,-21634.28,KESo
2016-12-01,Buy,884.6383,1375.55,10055.12,NQL
2011-07-06,Deposit,0.0,144.65,43701.85,AFSy
2023-11-06,Buy,422.7774,404.7,34011.45,GJKk
2018-02-10,Sell,928.834,218.43,-32281.97,NKY.
2016-11-22,Buy,896.0721,1148.99,-15683.78,GTX.
2017-01-29,Buy,0.8377,420.98,-45011.85,OBJ.
2022-11-29,Sell,493.2143,507.46,46304.53,CXDi
2018-11-23,Withdrawal,768.2959,1700.53,30302.69,OQE.
2021-07-20,Withdrawal,0.0,264.33,-20222.43,WFO
2021-07-29,Sell,505.732,100.65,-24167.52,MBE.
2014-10-31,Buy,0.0,45.28,-1564.78,HVI
2018-04-02,Deposit,813.7759,1228.33,-42616.41,ABRF
2013-07-17,Dividend,665.5366,1894.09,-38806.1,VMMb
2017-04-24,Withdrawal,955.8099,267.49,10097.75,UZSI
2021-11-14,Sell,0.0,308.55,-31749.43,RNM
2018-02-18,Deposit,697.8237,781.93,21919.9,MHH
2015-04-17,Sell,390.6936,1456.78,34816.73,HDU
2013-12-18,Dividend,529.6996,1178.51,35693.67,ACY.
2020-02-07,Withdrawal,217.3413,433.5,-33590.4,FRT
2022-07-26,Sell,798.3181,1509.1,-34411.53,DQC.
2025-10-01,Split,945.4902,390.02,17879.82,EDZ
2019-10-21,Split,215.7602,89.29,23661.41,MWQ
2020-10-14,Sell,192.4773,716.87,-37403.84,RUI.
2018-01-06,Withdrawal,626.9478,859.9,28302.32,XCY
2020-07-18,Deposit,23.9423,436.78,-39744.8,CQL
2018-12-22,Sell,335.9744,712.3,-20159.27,WOHw
2020-04-21,Deposit,429.5764,1750.0,-28738.69,HIX
2015-11-11,Dividend,295.4102,981.39,7967.06,CVOx
2019-06-14,Dividend,0.0,1591.7,-18278.32,LIBD
2015-05-01,Dividend,64.0255,692.21,-29444.43,OXY
2021-01-19,Dividend,926.2035,1144.45,-26857.64,NNL
2016-03-23,Dividend,524.5419,1398.32,-23472.75,LYW
2011-08-21,Deposit,575.7358,462.06,38359.88,AWOx
2016-11-28,Dividend,0.0,608.43,-41156.36,AAQS
2018-06-28,Deposit,0.0,1635.62,37653.57,TGA
2019-01-03,Withdrawal,873.6969,1812.71,26581.41,YGL
2019-04-28,Dividend,195.8085,400.24,-41870.66,IYLJ
2020-06-07,Withdrawal,937.073,557.52,-46075.6,RKQ
2022-10-14,Sell,341.4603,837.81,-46749.86,CXPV
2020-01-17,Deposit,175.9552,623.11,-13816.52,JMTQ
2013-12-16,Split,0.0,1747.59,-7079.49,WOW
2019-01-31,Sell,668.4598,60.04,-36928.51,TPLE
2011-09-16,Sell,0.0,732.18,-3298.95,LQPS
2015-03-09,Withdrawal,889.121,784.21,-23074.36,PXBb
2010-01-19,Withdrawal,993.5586,134.02,-45020.26,XBT.
2013-09-13,Buy,891.1769,309.52,-5292.58,ORJy
2015-11-21,Dividend,575.3852,329.93,-47883.71,OFJE
2022-08-28,Withdrawal,769.7228,386.4,-3400.35,VIZ.
2019-10-20,Dividend,34.4101,779.09,28010.12,BWN.
2021-02-02,Deposit,916.2007,1268.67,-14838.02,CVE.
2018-03-24,Split,715.385,593.3,49348.66,UNHT
2014-09-14,Split,413.7769,589.85,-47002.39,SKH
2019-07-31,Split,773.5351,1538.36,38131.42,NSM
2014-08-29,Sell,943.8672,1216.26,-12957.35,NBG.
2023-05-06,Withdrawal,0.0,738.19,12977.77,YGOv
2023-04-09,Buy,940.8604,1091.95,-45217.69,LIYL
2024-03-17,Buy,0.0,1426.93,-35941.31,QRZf
2014-04-10,Buy,479.3958,161.18,33017.18,WVDM
2020-06-05,Withdrawal,410.0148,1645.73,-3310.2,KQT.
2019-11-10,Buy,151.497,323.07,18506.37,XSL
2020-11-23,Deposit,703.4364,359.18,322.62,WSC
2017-06-27,Split,168.7654,1422.72,-34180.86,FZS.
2014-12-19,Buy,395.2418,1446.06,-47148.79,MUM
2022-04-14,Withdrawal,509.467,266.65,9510.52,LWLn
2023-01-27,Split,558.7033,1122.5,10556.31,PUYc
2024-05-26,Split,0.0,699.15,32392.98,TCX
2023-06-08,Deposit,0.0,1758.25,32562.91,ANB.
2021-09-15,Dividend,0.0,1272.99,-35438.32,HWS.
2013-12-30,Withdrawal,937.3001,1993.25,12778.0,VZC
2025-04-18,Dividend,316.9958,30.91,2120.16,JZX.
2018-10-21,Split,0.0,1308.5,-37171.78,HRGB
2018-11-13,Buy,219.9929,983.29,36769.55,TQM
2011-06-10,Buy,0.0,180.57,-26416.47,ONI
2013-12-15,Buy,880.0242,1157.04,-22242.04,TEQ.
2016-09-11,Sell,889.091,1622.6,9636.22,YXU
2019-11-03,Buy,105.6491,1093.94,-19282.25,MJK.
2024-11-02,Buy,136.3168,1514.29,22063.42,KDGY
2022-04-11,Sell,845.7583,576.59,-36605.26,PIDb
2013-12-03,Buy,394.5936,1333.92,32030.61,LTP.
2020-08-14,Withdrawal,0.0,984.02,-3619.45,BWD
2021-06-02,Deposit,897.5711,872.64,-11184.79,UOZO
2025-09-28,Sell,865.3921,394.92,12252.43,UTC
2019-11-04,Buy,288.781,197.85,-40076.53,RULh
2018-05-14,Buy,984.0478,662.08,-31008.98,JTQ
2025-05-29,Deposit,185.1757,1186.33,-45142.15,EZBi
2012-12-17,Withdrawal,0.0,518.39,41301.08,WTV
2015-03-26,Split,141.0332,1934.38,18271.17,IOT
2025-10-25,Deposit,49.3014,26.75,502.35,MZK.
2023-09-04,Sell,886.2517,88.26,-10531.29,CTL
2023-09-28,Deposit,245.0691,1737.82,-17948.77,YSR
2023-05-15,Deposit,941.7929,939.2,-12091.59,XYQ
2017-05-27,Sell,375.0108,1992.21,17020.06,YXA.
2013-05-15,Split,46.759,1720.94,8874.01,FDQ.
2023-07-02,Dividend,0.0,1923.48,-19490.9,BXIN
2010-04-03,Dividend,294.9039,61.0,36486.86,SUA
2014-06-01,Withdrawal,28.837,1996.31,-31826.01,JGDW
2011-08-23,Deposit,92.6457,879.03,26605.33,SFZ
2020-10-24,Split,595.0044,1986.92,41146.92,IXP.
2010-07-24,Buy,760.0757,283.29,-30380.89,OKY
2023-10-11,Split,433.8398,1549.91,-22102.2,MTMY
2025-11-25,Buy,647.0792,1696.24,30318.81,OYR
2018-11-16,Buy,758.6174,675.3,-17467.75,ONKI
2017-09-11,Sell,302.3008,1200.27,46976.83,HRH.
2015-10-13,Dividend,46.2743,1249.83,-5412.26,XZE
2010-06-15,Withdrawal,389.7483,1393.29,-38110.89,ZYMh
2016-07-07,Sell,595.4585,716.86,-40213.29,TPMY
2016-03-11,Split,674.0436,1133.64,-43497.44,HAM
2010-04-18,Dividend,777.1074,1897.63,26272.04,PXR
2015-12-18,Buy,762.2518,50.98,-38606.27,LQG.
2019-11-23,Sell,906.2919,1364.57,-10994.72,YPYk
2011-05-15,Buy,358.9016,513.04,23629.03,QURh
2020-09-02,Sell,954.913,1903.39,-30372.57,TOR
2010-05-06,Split,100.2606,1101.4,43577.99,QQPx
2013-11-24,Buy,317.1852,957.83,-29963.92,GID
2017-02-10,Withdrawal,107.8281,1180.83,-16132.39,STJP
2010-08-11,Withdrawal,0.0,188.41,5436.71,VGSx
2010-09-19,Dividend,633.6484,1917.13,23214.87,MZRI
2019-05-25,Withdrawal,534.2689,1366.73,14713.85,PBVU
2022-02-18,Deposit,0.0,114.15,-35144.28,DWB.
2021-11-02,Deposit,0.0,1709.48,7372.05,DMZ
2023-11-18,Dividend,359.054,173.85,1343.47,SJU
2017-11-23,Buy,382.6579,1221.3,-29651.76,OTI
2025-05-13,Dividend,731.1986,1943.62,-9659.19,AUI.
2013-10-08,Deposit,990.1725,283.41,18213.75,RBL
2021-10-03,Buy,867.4905,32.02,48151.34,JDTU
2019-04-02,Sell,129.3486,49.7,25940.76,HWME
2025-03-01,Buy,437.5259,150.37,29339.08,GNCn
2023-08-14,Withdrawal,940.2405,198.17,-31473.64,GJJ.
2013-10-15,Buy,329.1084,1921.36,11384.77,BMOq
2015-01-07,Withdrawal,803.75,773.25,27568.99,SGX.
2010-11-15,Split,781.0866,1596.41,37352.05,PGA
2024-11-02,Split,259.9608,1193.55,-35090.6,CNH
2011-04-10,Split,577.7711,1648.06,41255.67,ISU.
2015-11-02,Sell,301.1214,1594.64,6333.12,DMS.
2016-07-09,Dividend,947.285,1748.03,-21113.07,EMR
2010-10-31,Sell,457.0297,1305.35,28622.75,RQL.
2015-05-04,Withdrawal,489.8062,269.53,26946.05,JJB
2024-03-17,Split,0.0,1209.06,41478.95,XDR.
2017-06-01,Dividend,279.0415,302.96,-24452.31,LVM
2024-10-01,Withdrawal,334.7952,962.19,8909.14,EVD
2011-11-27,Sell,10.5791,1503.23,-24308.26,DPU.
2012-03-30,Sell,328.4764,1674.31,8788.52,AOC.
2012-11-21,Dividend,973.0804,1329.93,-865.58,VXD.
2015-12-04,Split,386.9369,258.83,-5848.34,IXR.
2015-08-24,Sell,37.9075,808.57,33227.82,WYX.
2010-11-18,Dividend,0.0,1407.37,23966.97,CIUr
2024-03-20,Deposit,0.0,1784.76,35819.91,PTSU
2025-01-30,Buy,897.5149,58.56,24313.78,MYA
2014-11-26,Sell,1.1302,1751.06,-34224.98,DSR.
2025-04-14,Withdrawal,0.0,1435.11,15923.05,DLH.
2012-05-19,Deposit,0.0,109.73,-4232.42,ZKF.
2016-08-22,Withdrawal,964.528,1190.65,-45996.51,MIV.
2018-04-07,Dividend,334.5624,527.93,-2204.67,QAZ.
2018-03-10,Withdrawal,240.3539,953.01,534.45,XRF
2011-05-01,Dividend,391.773,1560.82,18227.11,NQTD
2024-10-14,Split,211.997,1535.1,-21494.13,PKH.
2024-12-09,Withdrawal,118.6465,1945.88,39072.84,HAX
2022-03-11,Split,450.8288,973.55,31165.86,ANIj
2013-02-04,Buy,766.1027,1644.86,-28896.93,IGLF
2016-03-04,Buy,940.4352,932.7,-18697.02,RQV
2024-02-01,Dividend,239.5968,675.16,-1661.46,WUCa
2019-09-27,Buy,898.4245,202.56,-28653.0,YLFb
2013-01-02,Deposit,524.8732,1698.05,-8596.28,QUR.
2013-10-14,Split,341.2785,118.22,-21600.76,ZKPy
2024-12-28,Dividend,869.2776,1165.35,26649.81,QRP
2024-12-23,Split,0.0,1049.7,-1694.26,EJI.
2013-11-06,Withdrawal,410.9078,501.65,-567.07,JNHl
2016-07-18,Buy,0.0,1968.52,-15996.12,TSI
2022-01-06,Buy,535.6951,1189.94,6233.96,NSL
2023-09-04,Dividend,837.8977,408.16,24597.59,PBZu
2022-01-31,Split,623.0127,1728.31,-48534.51,NNLd
2013-04-17,Buy,843.6514,121.73,49634.07,GSW
2017-02-20,Dividend,663.2008,215.48,-6026.24,NQO
2022-12-08,Split,764.3194,639.84,8208.71,NJFc
2018-03-29,Deposit,668.3627,1204.91,-10492.79,UMG
2011-06-15,Split,756.7101,1862.08,14237.45,COM.
2023-12-24,Deposit,0.0,1782.82,-35507.51,AEEe
2019-09-01,Withdrawal,981.5459,1660.43,14801.34,DMJ.
2012-02-02,Withdrawal,49.4017,1013.15,28530.94,XSW.
2016-03-13,Dividend,750.3213,1457.94,-37396.15,XKN.
2016-04-09,Buy,383.8556,409.64,-43066.45,TJB.
2017-10-11,Dividend,197.1885,954.63,-41244.27,MEEs
2013-05-03,Dividend,249.388,325.86,8557.89,ZRC
2020-08-09,Dividend,583.304,1385.18,41916.91,EMW.
2013-02-25,Sell,590.7506,191.83,32166.56,FUY.
2012-03-27,Sell,0.0,1562.56,-16987.64,YJX.
2020-06-13,Deposit,638.0837,1004.92,-18032.12,JEK
2010-04-27,Buy,0.0,1862.29,-36550.28,BBP
2018-09-07,Buy,189.6755,1160.06,40297.83,YAS.
2024-03-02,Sell,45.5718,676.9,20162.06,JCR
2021-12-08,Deposit,781.2832,1826.71,-29926.79,IZJx
2010-01-21,Buy,630.9185,547.12,-20526.42,WXE.
2025-05-30,Withdrawal,740.9564,795.1,37116.91,XYH.
2022-08-02,Sell,849.5562,1527.17,49728.83,WYQ.
2021-06-29,Deposit,393.6294,1171.04,11116.26,DOT
2022-01-24,Dividend,42.2199,1074.26,-501.28,ILH.
2018-05-10,Sell,874.6178,1256.17,1094.82,ONLc
2021-10-05,Split,406.7197,1557.95,-7176.98,IZXH
2019-03-17,Split,700.5874,287.1,-12328.15,VGVe
2023-07-08,Withdrawal,768.6454,1586.92,-32510.99,ICRy
2020-11-15,Buy,967.3244,287.78,28787.74,IHI
2014-10-24,Withdrawal,90.2193,1685.48,-32492.32,RHYs
2014-07-29,Deposit,803.746,825.15,-22234.32,GDI
2010-12-10,Sell,760.9053,1826.11,22814.59,ELF
2015-01-03,Sell,913.4015,368.98,46959.63,EXY.
2013-07-06,Buy,38.8134,349.93,41762.4,TEB
2019-10-04,Withdrawal,877.9814,381.97,41297.24,ZVC
2015-11-28,Sell,701.0006,828.6,31386.83,IQT
2010-04-10,Dividend,0.0,1036.44,12826.63,SHD.
2014-02-26,Withdrawal,904.9166,734.36,-42950.81,QTV
2021-10-24,Deposit,346.6947,534.25,28918.34,GPUi
2025-02-28,Deposit,0.0,1061.06,26394.56,JZC
2024-07-16,Dividend,0.0,360.21,-27107.74,PQM.
2012-09-09,Split,999.0137,1012.24,11017.12,XVB
2018-04-03,Buy,711.196,347.29,18554.0,TTJ.
2020-05-17,Buy,258.7452,825.57,4103.51,VCLs
2021-05-23,Sell,486.7307,644.16,-12867.45,CESB
2015-05-02,Dividend,540.1248,1083.32,26059.06,RRHk
2021-09-09,Dividend,782.5755,1040.39,2273.3,AGWZ
2024-12-19,Sell,546.4367,184.19,-39876.56,KBJ.
2018-06-29,Deposit,266.8402,608.87,2779.62,ELZK
2011-01-05,Withdrawal,0.0,1929.42,-3108.5,ONW
2014-02-12,Sell,691.0924,1325.88,-19000.04,LFJ
2016-06-01,Buy,193.1086,1560.29,42269.39,FXS
2015-07-16,Dividend,26.6626,898.77,-42196.51,ZSX
2022-04-07,Buy,556.7926,1499.64,9356.84,GLAO
2010-01-27,Withdrawal,750.9517,1974.34,-17124.71,WES.
2025-09-15,Split,682.058,1787.09,43243.45,DZG
2017-06-07,Split,63.1873,1082.9,9748.06,KEJ.
2016-07-21,Sell,377.6835,744.82,-16579.55,WYL
2010-02-18,Dividend,375.4391,638.98,23697.07,ECY
2013-03-16,Split,410.8662,85.16,-6117.39,GQJ
2024-03-18,Buy,658.0984,539.12,20630.45,BFMG
2017-04-29,Withdrawal,35.274,1083.54,5877.4,WOF
2016-05-06,Sell,621.2525,1122.97,-11558.16,XTZ.
2015-11-06,Deposit,757.253,271.5,-13440.33,TON.
2010-05-25,Buy,969.9529,847.65,45909.81,UVUr
2015-07-28,Dividend,534.6679,1259.72,-31338.57,DLX
2015-06-14,Dividend,115.3854,1200.3,-12197.11,GLY
2013-09-12,Split,300.1111,1777.36,-18012.19,OUG.
2025-10-18,Deposit,371.8835,278.42,15674.69,YQCL
2012-12-31,Buy,350.4327,24.86,23400.07,LQMg
2023-07-21,Withdrawal,11.9796,1044.9,48522.8,JWL.
2023-07-14,Deposit,0.0,1424.54,-16394.95,TCKx
2015-07-21,Withdrawal,323.5912,1723.27,-42150.11,QPS
2012-08-08,Dividend,925.7464,377.58,45233.7,QML
2011-03-26,Buy,113.8622,36.27,-43077.73,LFY
2013-04-08,Deposit,223.9564,600.59,250.33,FBC
2019-11-28,Deposit,760.4479,562.77,34009.83,KMB.
2016-07-01,Withdrawal,768.8777,548.52,-37881.13,FFUh
2019-12-19,Dividend,0.0,285.29,-2543.51,NZB
2014-10-31,Dividend,702.4647,508.02,35049.19,MSAR
2013-02-22,Sell,0.0,1078.92,-8664.64,CCS
2015-05-12,Buy,768.3467,373.48,-40648.98,FUX.
2020-06-20,Sell,63.2438,103.81,-28503.49,OFOG
2018-01-23,Split,33.5923,1530.53,-29078.27,HTM
2013-09-07,Deposit,835.592,570.91,48721.47,FDC
2010-03-24,Buy,605.9102,1021.27,29655.35,WSLE
2018-05-24,Deposit,911.0385,1085.23,-20809.12,TMN.
2015-10-14,Dividend,0.0,1674.82,39218.63,ICG.
2025-01-08,Split,287.649,1100.95,29260.99,SRO
2025-01-17,Sell,183.1964,75.98,23129.08,PWDU
2013-04-15,Withdrawal,0.0,423.0,-13366.34,LKC
2010-05-27,Withdrawal,0.0,474.48,-31583.92,QLXO
2025-11-17,Dividend,600.166,744.0,31937.91,GEK.
2011-12-08,Dividend,0.0,1263.28,-45776.2,FKS
2016-08-20,Buy,323.5603,1680.94,-16166.71,OGS.
2019-12-21,Deposit,91.5084,838.11,-45783.53,PWS.
2011-02-01,Deposit,0.0,794.7,-12704.97,JVZ
2015-10-10,Withdrawal,604.6424,1299.51,-34056.59,BNW
2022-11-28,Deposit,150.5742,149.95,3940.01,UUO.
2016-05-20,Withdrawal,688.5486,1636.94,-34313.54,ZBJo
2017-02-09,Withdrawal,645.6388,377.79,40127.87,WSXG
2025-03-07,Sell,722.3022,1863.7,-37678.54,SQJB
2023-08-21,Withdrawal,486.6242,1904.92,-27703.76,WEN.
2017-04-22,Deposit,0.0,417.98,239.55,KOT.
2015-11-24,Split,136.905,1554.24,43096.2,EZE
2023-07-22,Buy,248.8179,1429.44,14790.94,JPT
2019-01-07,Buy,565.7862,1232.91,10549.67,ATTZ
2016-04-03,Buy,196.9735,27.18,-26953.75,GXI
2016-03-27,Deposit,62.444,749.4,21438.85,YDW
2018-09-24,Buy,17.3603,1005.85,40325.53,NCQ
2012-11-28,Withdrawal,0.0,37.28,18503.63,YZF.
2016-07-14,Deposit,886.239,1310.53,-5764.46,IME
2023-08-26,Dividend,592.5171,151.6,6066.15,NSCu
2013-12-04,Split,895.3211,1411.94,44448.23,AQK.
2021-09-15,Split,848.7306,622.6,2765.47,ILD.
2024-10-10,Dividend,0.0,953.47,-6450.83,FZNC
2023-06-27,Dividend,179.9365,386.76,29810.21,SJGi
2019-08-10,Deposit,190.148,1097.42,4323.8,EZIA
2023-03-04,Dividend,318.4847,723.64,30295.57,FZY.
2020-02-03,Deposit,344.9834,1961.94,-13005.56,EOX
2011-01-09,Split,901.9244,488.6,-15943.08,VIRF
2014-11-12,Dividend,954.9548,1647.82,34280.92,UMS.
2023-05-26,Dividend,23.2696,1049.36,28614.17,FNMi
2024-08-03,Split,963.6402,1273.08,9575.81,NJV.
2017-11-06,Sell,116.4374,1112.5,-10084.41,BZV.
2022-08-15,Withdrawal,348.7078,1121.5,-45044.87,PSUF
2023-10-08,Deposit,824.1742,1524.14,43621.17,WHP.
2019-04-30,Dividend,749.129,721.98,3162.16,HTH.
2025-04-23,Deposit,0.0,968.76,-37725.43,TAG
2020-12-05,Sell,674.8756,1131.11,20293.21,ZMIG
2020-06-23,Buy,100.4187,640.17,-21273.15,REZ.
2019-06-25,Withdrawal,238.6257,725.95,37252.11,BWC.
2013-12-22,Dividend,796.9472,8.6,-48341.89,LTYf
2020-01-07,Split,0.0,1035.62,18029.08,IFA.
2018-10-04,Dividend,728.9815,780.83,46241.24,AMO
2017-01-16,Deposit,256.7312,327.01,47993.6,UVUh
2016-02-05,Sell,468.9643,407.67,49947.09,HYP.
2016-04-06,Buy,673.7024,1719.4,19988.19,BQUb
2024-06-23,Sell,0.0,293.64,-11963.95,OMI.
2021-01-07,Split,964.8089,20.71,-9269.26,JOA.
2012-06-22,Withdrawal,309.6484,1631.14,22456.38,XOQ
2010-06-06,Split,267.3941,983.9,-5254.92,NXIJ
2023-12-14,Deposit,804.9411,1379.76,30355.22,JGAo
2022-11-07,Dividend,0.0,1586.25,-37614.46,TCAZ
2025-08-22,Deposit,344.1957,800.25,43981.65,EHPT
2017-02-09,Withdrawal,276.44,1513.54,-7697.29,BGC.
2019-03-07,Split,137.3096,1363.66,-38695.75,DMOy
2025-03-08,Sell,0.0,1794.42,-26836.43,VLD.
2024-01-04,Split,0.0,542.09,-15991.7,MJR.
2013-12-13,Deposit,477.102,990.43,-3262.15,GBP.
2012-11-09,Sell,11.7264,433.49,19059.32,PZUj
2025-02-12,Dividend,0.0,843.77,-28545.98,JKU.
2017-05-09,Dividend,0.0,565.44,-4362.67,NVIG
2018-09-11,Split,702.9183,241.49,21723.58,AOR.
2021-12-22,Split,0.0,699.05,-14160.89,MFZ
2023-10-09,Deposit,384.6565,434.93,-48496.78,HXL.
2023-10-14,Deposit,277.6161,1369.34,36948.09,WESp
2021-05-12,Deposit,0.0,3.71,40619.1,VBGr
2010-04-28,Buy,230.1788,1320.24,19317.9,ONU
2016-12-22,Sell,142.8846,124.74,-33263.63,QAMx
2011-09-04,Dividend,25.0586,108.51,-40681.22,IBG
2010-08-20,Withdrawal,803.896,425.28,47524.95,CED
2014-09-13,Buy,401.3325,288.92,16804.16,UMI
2016-11-28,Deposit,325.3026,1582.26,2703.18,WMJ.
2019-11-07,Dividend,533.5523,1618.84,-19628.55,HTM
2023-08-07,Buy,363.2056,143.71,-13077.53,BKEQ
2011-06-14,Buy,912.4611,275.51,-18419.57,FWC.
2021-01-03,Deposit,0.0,1768.43,-14440.49,KKEi
2010-01-25,Deposit,89.5895,1793.57,-5308.91,FFO.
2025-11-06,Split,854.3662,22.15,6453.43,MJN.
2019-07-08,Sell,783.2332,1034.93,-49163.17,IFY.
2017-12-08,Split,795.4901,567.29,-2604.53,LJD.
2013-03-10,Dividend,0.0,276.06,27833.21,RTZ.
2011-09-09,Dividend,0.0,1750.2,12749.85,GVO
2018-07-12,Withdrawal,176.3655,1765.18,45694.69,ZEKW
2010-09-20,Deposit,227.3555,1064.57,-36245.29,JRD
2011-02-24,Buy,403.3975,996.79,1128.56,LYLk
2011-11-30,Withdrawal,449.4812,644.72,-3899.76,PUEJ
2012-04-30,Deposit,168.1828,1908.44,-2707.18,DQZd
2013-02-09,Buy,0.0,363.56,-39543.7,ETNA
2018-04-14,Split,0.0,1288.34,-43415.52,HXH
2010-04-06,Buy,566.0142,690.37,-13927.11,QPM
2020-02-21,Deposit,106.8216,954.48,48012.31,SVW
2019-05-05,Split,61.9157,1433.21,-37526.35,XSBK
2016-11-12,Split,738.0495,378.05,-25114.08,QRVz
2011-01-07,Split,0.0,51.01,23431.13,QPXv
2013-12-26,Buy,149.3044,1625.42,-32215.06,FXV.
2023-01-05,Withdrawal,80.9109,1426.28,-35218.98,XBQ
2022-05-29,Buy,286.1171,93.55,47412.38,OXF
2010-05-05,Buy,694.3925,1100.1,1444.04,WBS
2014-09-20,Sell,596.5101,1080.79,-28559.93,YXEH
2010-03-25,Dividend,0.0,44.95,41530.11,ATX
2011-09-05,Buy,92.2571,679.8,14270.0,GTRF
2011-09-11,Withdrawal,313.0701,296.93,-15755.38,FFZ.
2010-03-12,Withdrawal,579.0157,1008.38,5319.89,APY
2022-03-30,Buy,564.2583,866.34,30596.56,PHL.
2014-06-26,Dividend,0.0,1983.58,-18911.36,PSN.
2014-08-06,Buy,715.3183,728.22,19442.72,IXXk
2018-12-01,Buy,0.0,176.28,-2865.82,YZKs
2020-09-20,Deposit,803.9328,1058.55,32451.46,FUC.
2016-02-24,Dividend,844.0131,93.83,-23195.67,PSS.
2011-07-03,Withdrawal,462.4849,1888.32,34797.46,DLY
2010-12-13,Dividend,0.0,747.16,45996.08,QRLt
2023-02-15,Split,268.9562,1412.22,12846.22,AAU
2023-01-09,Buy,0.0,1284.13,6634.39,JPCR
2015-12-23,Withdrawal,438.9779,541.7,5162.11,BOI
2012-08-03,Withdrawal,200.4391,211.52,-30020.88,GTD.
2011-07-24,Dividend,562.3673,1830.13,30952.35,RJRv
2016-02-04,Sell,0.0,712.92,49856.56,POTI
2016-11-19,Sell,310.7977,155.72,-29541.17,QMW.
2014-06-05,Withdrawal,488.4473,1925.61,-9768.24,AXRG
2014-06-19,Dividend,272.2348,1487.18,43286.21,KQM
2021-12-09,Sell,729.2839,104.65,-19623.49,WIQ
2021-08-24,Deposit,802.9368,983.76,40466.61,VIR
2024-08-06,Dividend,0.0,749.58,-38042.35,YJHQ
2025-04-01,Dividend,0.0,556.5,-1496.65,TLF
2019-10-16,Withdrawal,625.5452,1088.89,32930.15,FFRV
2010-03-25,Buy,14.6285,508.56,-9015.85,ADRg
2011-08-06,Split,856.6503,345.79,-16596.52,MRI.
2023-02-19,Deposit,67.4885,1293.22,30330.4,ATP
2013-02-11,Deposit,615.6006,1684.03,-48290.65,XUW.
2021-08-10,Split,380.3721,451.71,-1429.42,CSG
2020-08-30,Dividend,490.8122,1571.6,42854.59,CQZ.
2023-03-05,Withdrawal,570.4246,798.68,23411.92,AOHY
2025-10-07,Deposit,697.6764,785.7,48854.92,YBB
2012-07-05,Dividend,541.7038,83.13,24598.58,HRC
2013-06-17,Dividend,663.7375,892.88,38751.45,BLH
2014-11-20,Sell,380.0959,1334.57,49676.79,CTR.
2021-06-29,Dividend,610.3495,502.55,-37812.19,JAN.
2020-02-06,Sell,720.9594,816.27,45935.19,CPVY
2010-06-13,Buy,0.0,1422.47,-16858.51,YXH
2023-08-22,Deposit,859.8585,184.36,40866.68,XQK.
2016-09-02,Split,314.2392,552.06,31557.71,VPD
2022-02-17,Split,583.3453,69.27,33070.1,RCHQ
2013-09-11,Dividend,423.9643,22.19,8250.83,WGW.
2015-05-28,Dividend,141.5643,712.99,38190.96,GRN
2017-04-19,Deposit,787.7025,436.49,19465.26,ZUN
2022-04-11,Dividend,0.0,1979.33,38703.22,MIX.
2022-10-08,Dividend,167.1518,893.58,31817.66,ASQ.
2015-07-31,Deposit,853.4137,1644.27,-30743.53,TVIb
2015-10-03,Buy,888.6883,472.87,5827.44,FYN.
2023-12-08,Deposit,0.0,590.92,-23619.26,CXQ
2011-07-22,Buy,801.8571,644.31,-26169.04,GJLf
2025-05-01,Buy,290.7752,1309.41,-34194.84,ONP.
2023-02-23,Withdrawal,869.9153,1018.35,25126.83,GCJ
2014-12-21,Dividend,0.0,1229.15,-43920.29,YJK.
2016-05-04,Withdrawal,401.5353,293.84,37341.35,AZE
2012-10-20,Split,402.4678,381.09,-30443.61,BWEG
2010-07-23,Deposit,164.4996,801.56,-32371.76,LYIL
2012-02-20,Deposit,475.1059,1619.2,9838.79,XMR
2022-03-24,Buy,103.3588,1479.15,4859.49,ZFJ.
2012-03-23,Withdrawal,738.9975,1009.63,-906.48,IXEb
2012-03-10,Sell,880.8747,1661.01,12253.28,FNW.
2025-08-02,Deposit,200.7946,1715.26,-49066.68,UXI
2017-10-29,Deposit,103.0322,202.52,-45535.06,ZKQM
2020-07-16,Dividend,468.7198,1257.82,7626.67,TGN
2018-04-20,Dividend,920.3977,1206.3,-6600.54,NAP.
2014-05-13,Sell,0.0,1558.24,-1342.73,YFQ
2015-03-02,Buy,614.9927,445.28,26676.82,HTW.
2016-01-05,Sell,480.4604,1831.88,-27049.96,SPM.
2014-11-02,Split,0.0,1929.25,-9166.67,KIC
