Date,Activity,Ticker,Quantity,Price,Amount
2024-01-19,Dividend,AAPL,77,349.75,37.93
2023-08-24,Sell,TSLA,2,229.43,458.86
2024-01-04,Dividend,AMZN,84,263.11,22.99
2025-09-07,Buy,AMZN,22,212.5,4675.0
2023-02-13,Buy,TSLA,18,246.87,4443.66
2023-07-15,Dividend,AMZN,13,77.59,37.1
2021-05-06,Dividend,MSFT,60,169.91,35.2
2025-11-21,Buy,MSFT,76,117.25,8911.0
2024-06-16,Buy,MSFT,52,202.23,10515.96
2021-07-22,Sell,MSFT,30,167.6,5028.0
2021-01-17,Buy,AAPL,76,495.85,37684.6
2024-01-17,Sell,MSFT,93,110.42,10269.06
2021-11-09,Buy,AAPL,14,227.9,3190.6
2020-12-22,Sell,AMZN,37,77.38,2863.06
2023-04-04,Buy,GOOG,92,481.74,44320.08
2024-04-13,Dividend,GOOG,37,390.45,19.32
2024-10-08,Buy,AAPL,59,249.3,14708.7
2024-09-17,Dividend,TSLA,50,55.28,43.58
2025-08-19,Dividend,TSLA,82,215.11,16.03
2022-01-30,Dividend,AMZN,61,408.47,15.46
2021-01-28,Dividend,AMZN,18,332.46,44.98
2022-10-31,Sell,AAPL,28,183.22,5130.16
2023-05-13,Dividend,GOOG,32,136.15,29.42
2021-05-07,Sell,GOOG,92,63.19,5813.48
2022-07-16,Dividend,MSFT,50,290.0,22.81
2021-04-21,Sell,TSLA,93,283.45,26360.85
2022-02-26,Sell,TSLA,93,197.35,18353.55
2025-02-14,Buy,AAPL,7,251.57,1760.99
2024-01-04,Sell,TSLA,75,409.68,30726.0
2022-11-21,Dividend,AMZN,66,76.43,10.97
2023-04-20,Dividend,AMZN,81,396.65,27.52
2021-02-14,Sell,AAPL,25,342.59,8564.75
2021-09-22,Sell,MSFT,3,489.41,1468.23
2025-01-31,Dividend,AAPL,83,305.26,22.73
2022-09-18,Buy,GOOG,66,155.04,10232.64
2023-04-02,Dividend,AAPL,88,327.52,19.63
2021-02-15,Sell,TSLA,98,312.69,30643.62
2024-08-25,Buy,AAPL,100,253.93,25393.0
2023-03-01,Buy,GOOG,65,352.45,22909.25
2025-06-21,Dividend,AAPL,80,121.23,38.42
2025-10-22,Dividend,GOOG,48,324.36,28.69
2023-11-20,Sell,AAPL,64,207.08,13253.12
2022-01-09,Buy,AAPL,38,365.12,13874.56
2022-04-13,Sell,TSLA,100,456.14,45614.0
2021-06-17,Buy,GOOG,10,291.89,2918.9
2025-03-09,Dividend,GOOG,65,109.9,18.29
2024-12-22,Dividend,GOOG,92,68.23,27.54
2024-04-29,Buy,AMZN,59,437.98,25840.82
2022-09-25,Dividend,TSLA,50,210.21,15.97
2021-04-11,Buy,AMZN,93,294.29,27368.97
2025-03-12,Sell,TSLA,84,111.24,9344.16
2023-04-27,Sell,TSLA,47,473.44,22251.68
2024-06-25,Sell,MSFT,39,160.01,6240.39
2021-11-18,Buy,GOOG,99,316.47,31330.53
2023-12-09,Sell,GOOG,90,106.52,9586.8
2022-10-12,Buy,AAPL,7,311.83,2182.81
2022-02-11,Buy,AMZN,67,172.17,11535.39
2024-05-16,Sell,AAPL,14,181.88,2546.32
2021-05-09,Dividend,TSLA,63,236.27,43.16
2025-03-23,Buy,TSLA,74,305.68,22620.32
2024-01-28,Buy,AMZN,26,430.78,11200.28
2022-10-02,Buy,TSLA,35,103.21,3612.35
2025-11-27,Sell,TSLA,10,456.26,4562.6
2021-01-24,Buy,AMZN,92,330.34,30391.28
2025-08-15,Dividend,AAPL,86,222.25,15.54
2023-04-06,Buy,GOOG,89,233.97,20823.33
2024-09-14,Sell,GOOG,3,129.9,389.7
2024-03-27,Buy,AAPL,52,373.05,19398.6
2025-05-24,Buy,MSFT,13,237.53,3087.89
2021-04-21,Sell,AAPL,21,103.29,2169.09
2023-12-03,Dividend,GOOG,28,450.71,23.86
2021-12-18,Buy,GOOG,79,200.87,15868.73
2022-04-27,Sell,MSFT,13,410.61,5337.93
2022-12-24,Dividend,GOOG,48,135.87,47.4
2025-09-09,Dividend,MSFT,39,284.4,45.13
2022-06-10,Buy,TSLA,20,231.88,4637.6
2023-02-21,Buy,TSLA,6,63.48,380.88
2025-10-28,Buy,TSLA,98,236.05,23132.9
2023-08-13,Buy,TSLA,76,121.65,9245.4
2025-09-27,Buy,GOOG,37,119.33,4415.21
2025-08-02,Buy,GOOG,73,226.89,16562.97
2023-04-13,Sell,TSLA,37,285.16,10550.92
2024-09-01,Sell,MSFT,61,256.63,15654.43
2022-01-01,Sell,TSLA,13,387.57,5038.41
2025-07-29,Sell,AMZN,67,493.92,33092.64
2025-06-27,Dividend,GOOG,86,176.61,8.36
2022-02-15,Dividend,GOOG,57,181.19,18.73
2022-09-18,Dividend,AMZN,67,491.37,10.88
2021-09-22,Buy,AMZN,2,430.8,861.6
2025-06-22,Sell,GOOG,39,99.76,3890.64
2025-10-20,Sell,AMZN,31,447.78,13881.18
2021-01-25,Sell,AAPL,80,414.51,33160.8
2024-12-03,Buy,GOOG,36,72.49,2609.64
2025-01-06,Sell,MSFT,4,328.89,1315.56
2024-08-17,Dividend,AAPL,33,91.48,12.11
2023-02-21,Sell,GOOG,32,91.37,2923.84
2020-12-25,Sell,TSLA,82,354.98,29108.36
2021-02-04,Buy,GOOG,85,87.54,7440.9
2024-02-09,Dividend,AMZN,37,342.02,18.29
2024-04-25,Buy,GOOG,4,315.2,1260.8
2022-09-22,Sell,TSLA,55,459.79,25288.45
2025-06-28,Buy,AMZN,91,452.78,41202.98
2022-01-27,Buy,AAPL,73,227.28,16591.44
2025-10-27,Sell,GOOG,100,294.87,29487.0
2024-10-17,Sell,AMZN,16,388.35,6213.6
2022-01-14,Sell,MSFT,23,422.14,9709.22
2025-10-06,Buy,MSFT,34,391.03,13295.02
2020-12-26,Dividend,TSLA,77,94.33,10.69
2021-07-12,Sell,MSFT,55,451.37,24825.35
2023-06-11,Sell,AAPL,88,309.84,27265.92
2024-08-09,Dividend,AMZN,43,363.65,27.29
2022-12-17,Sell,MSFT,46,427.65,19671.9
2023-09-11,Dividend,GOOG,36,52.47,48.71
2023-04-12,Dividend,AAPL,88,87.3,28.52
2022-09-09,Dividend,GOOG,11,404.11,26.14
2025-07-23,Buy,AAPL,54,485.12,26196.48
2025-04-13,Buy,AAPL,21,123.41,2591.61
2022-07-13,Sell,AMZN,3,398.27,1194.81
2024-07-01,Sell,AMZN,7,179.74,1258.18
2021-07-11,Sell,MSFT,94,340.65,32021.1
2024-07-26,Buy,AMZN,18,80.56,1450.08
2021-03-16,Buy,TSLA,39,272.96,10645.44
2022-02-05,Buy,TSLA,10,428.98,4289.8
2025-02-28,Buy,AMZN,84,211.21,17741.64
2024-03-27,Sell,MSFT,31,436.67,13536.77
2025-02-22,Sell,AMZN,31,138.12,4281.72
2024-05-25,Sell,AAPL,19,379.35,7207.65
2021-11-09,Buy,TSLA,99,142.46,14103.54
2025-08-31,Dividend,AMZN,96,457.83,41.85
2021-08-21,Dividend,AAPL,15,474.14,44.35
2022-11-18,Buy,GOOG,86,157.04,13505.44
2025-10-06,Buy,AAPL,38,227.53,8646.14
2021-04-25,Sell,GOOG,87,494.74,43042.38
2021-11-13,Sell,AAPL,20,267.64,5352.8
2021-08-29,Buy,AAPL,45,440.66,19829.7
2023-11-09,Sell,GOOG,97,490.22,47551.34
2021-05-19,Dividend,AAPL,80,418.21,34.08
2022-06-20,Dividend,AAPL,8,188.03,5.6
2022-02-20,Buy,GOOG,80,146.9,11752.0
2021-02-07,Sell,GOOG,45,273.98,12329.1
2021-04-06,Buy,MSFT,99,343.92,34048.08
2022-02-06,Sell,AAPL,23,390.47,8980.81
2023-03-04,Sell,GOOG,8,265.79,2126.32
2021-05-13,Dividend,MSFT,6,118.78,35.69
2022-06-23,Sell,AMZN,44,215.57,9485.08
2024-07-14,Dividend,MSFT,59,342.54,23.98
2021-01-24,Dividend,AMZN,35,478.13,38.51
2025-09-27,Sell,AAPL,97,63.33,6143.01
2022-01-12,Sell,GOOG,80,332.53,26602.4
2021-05-02,Buy,MSFT,60,312.32,18739.2
2022-11-06,Dividend,AMZN,74,456.53,14.5
2023-07-01,Sell,AAPL,40,136.1,5444.0
2022-04-09,Sell,TSLA,67,473.72,31739.24
2025-05-25,Sell,GOOG,73,100.1,7307.3
2020-12-30,Dividend,TSLA,57,267.12,36.34
2025-04-01,Dividend,GOOG,60,443.86,6.01
2025-09-30,Dividend,AAPL,55,305.24,26.38
2022-01-23,Buy,TSLA,67,69.57,4661.19
2022-11-15,Sell,AMZN,43,187.73,8072.39
2021-07-30,Dividend,GOOG,4,284.03,31.79
2021-08-31,Buy,TSLA,67,308.63,20678.21
2024-11-04,Dividend,TSLA,9,76.95,47.71
2025-11-28,Buy,MSFT,15,258.19,3872.85
2022-05-07,Sell,GOOG,75,499.88,37491.0
2021-03-28,Sell,GOOG,80,186.54,14923.2
2024-07-30,Sell,MSFT,35,358.71,12554.85
2024-03-07,Dividend,AAPL,41,412.78,21.71
2025-10-16,Buy,GOOG,95,67.62,6423.9
2023-07-31,Dividend,AAPL,54,290.31,10.17
2025-08-09,Sell,AMZN,84,64.84,5446.56
2023-08-15,Sell,TSLA,59,320.47,18907.73
2022-04-04,Dividend,TSLA,61,426.58,25.34
2023-04-24,Sell,MSFT,59,321.11,18945.49
2022-11-01,Dividend,GOOG,22,94.44,6.57
2023-01-15,Buy,AMZN,16,323.21,5171.36
2023-09-28,Dividend,GOOG,86,383.94,49.16
2024-10-14,Sell,AMZN,6,171.33,1027.98
2021-09-12,Sell,TSLA,55,316.0,17380.0
2023-03-07,Buy,GOOG,26,57.55,1496.3
2025-08-19,Dividend,GOOG,29,250.12,14.68
2024-07-31,Sell,GOOG,51,144.89,7389.39
2025-05-24,Dividend,AMZN,56,109.72,37.69
2023-06-30,Dividend,GOOG,21,217.06,27.55
2021-09-14,Buy,AMZN,49,270.16,13237.84
2024-01-01,Buy,MSFT,55,134.86,7417.3
2024-09-04,Buy,AAPL,31,453.28,14051.68
2024-11-10,Sell,GOOG,30,197.32,5919.6
2025-08-05,Buy,AAPL,40,231.8,9272.0
2022-08-16,Sell,AAPL,100,493.78,49378.0
2024-09-09,Buy,TSLA,93,374.01,34782.93
2025-05-17,Dividend,AAPL,6,447.72,48.65
2025-03-06,Buy,MSFT,28,234.36,6562.08
2025-09-02,Sell,AAPL,63,266.19,16769.97
2021-12-25,Buy,GOOG,19,67.75,1287.25
2025-02-24,Buy,AAPL,32,219.33,7018.56
2021-08-29,Buy,AMZN,52,213.24,11088.48
2021-03-01,Buy,AMZN,81,154.08,12480.48
2023-03-17,Sell,TSLA,36,275.63,9922.68
2024-03-17,Buy,GOOG,10,289.71,2897.1
2024-10-30,Buy,MSFT,82,418.1,34284.2
2023-05-16,Sell,MSFT,74,420.1,31087.4
2020-12-20,Sell,MSFT,5,169.84,849.2
2022-12-11,Dividend,TSLA,72,206.69,43.32
2021-07-01,Buy,AAPL,74,62.49,4624.26
2024-06-28,Dividend,AAPL,95,113.53,6.64
2024-04-03,Sell,GOOG,70,439.74,30781.8
2024-03-18,Dividend,AAPL,19,414.89,49.32
2022-01-19,Buy,MSFT,17,285.99,4861.83
2025-11-13,Dividend,AAPL,87,198.02,43.46
2023-09-23,Dividend,TSLA,31,125.58,39.07
2024-03-02,Dividend,MSFT,73,64.43,43.23
2025-09-25,Dividend,MSFT,43,407.75,48.98
2022-05-20,Dividend,AAPL,88,403.25,32.67
2023-01-31,Dividend,AAPL,53,468.9,13.45
2022-03-19,Sell,AMZN,66,444.8,29356.8
2025-01-29,Sell,MSFT,70,81.17,5681.9
2023-05-21,Sell,AMZN,81,66.86,5415.66
2021-05-02,Sell,GOOG,72,134.32,9671.04
2024-05-25,Buy,TSLA,40,213.31,8532.4
2024-09-18,Buy,GOOG,21,394.98,8294.58
2024-12-17,Dividend,GOOG,58,107.77,45.53
2023-08-02,Dividend,AMZN,50,309.0,36.25
2022-12-20,Sell,TSLA,77,257.48,19825.96
2023-08-25,Dividend,GOOG,47,258.85,24.04
2022-03-19,Dividend,MSFT,22,133.36,9.73
2024-05-04,Buy,AMZN,56,484.45,27129.2
2023-05-13,Buy,TSLA,4,472.88,1891.52
2021-04-22,Dividend,TSLA,54,392.4,9.66
2021-02-11,Sell,AMZN,66,409.3,27013.8
2024-11-28,Dividend,GOOG,6,433.09,16.89
2024-11-12,Sell,GOOG,68,57.25,3893.0
2023-02-19,Dividend,AMZN,1,341.04,23.06
2024-07-26,Sell,AMZN,84,381.35,32033.4
2023-04-07,Dividend,AAPL,30,349.43,12.18
2021-02-10,Sell,AAPL,64,255.71,16365.44
2025-06-22,Sell,AMZN,93,277.0,25761.0
2025-10-19,Dividend,AMZN,13,120.58,9.69
2021-03-30,Buy,AMZN,57,353.7,20160.9
2021-08-03,Buy,AAPL,73,215.92,15762.16
2023-05-03,Buy,AMZN,84,118.53,9956.52
2023-03-14,Buy,MSFT,68,113.8,7738.4
2025-02-07,Sell,TSLA,89,70.26,6253.14
2022-03-12,Buy,AAPL,34,269.15,9151.1
2024-07-06,Buy,AAPL,2,300.89,601.78
2025-09-07,Dividend,GOOG,91,296.53,4.95
2023-02-16,Sell,TSLA,79,378.85,29929.15
2021-03-19,Buy,AMZN,73,389.9,28462.7
2024-07-05,Sell,AAPL,46,75.67,3480.82
2024-12-04,Buy,AMZN,96,431.01,41376.96
2025-02-08,Buy,AAPL,85,269.18,22880.3
2021-06-28,Buy,TSLA,70,439.84,30788.8
2022-05-08,Buy,MSFT,1,131.61,131.61
2024-11-19,Sell,AAPL,28,233.96,6550.88
2025-08-06,Sell,AMZN,92,353.76,32545.92
2021-02-12,Sell,GOOG,41,438.75,17988.75
2020-12-14,Buy,TSLA,84,212.57,17855.88
2024-02-28,Sell,AMZN,72,436.16,31403.52
2021-06-26,Dividend,TSLA,97,443.09,30.51
2023-04-22,Dividend,MSFT,42,371.4,33.27
2023-11-21,Sell,AAPL,85,409.8,34833.0
2021-06-26,Sell,GOOG,70,235.65,16495.5
2022-06-22,Buy,AAPL,67,182.97,12258.99
2024-05-22,Buy,GOOG,65,146.2,9503.0
2023-06-01,Sell,TSLA,100,305.7,30570.0
2025-10-28,Dividend,AMZN,31,283.57,17.45
2021-06-22,Sell,AAPL,6,316.91,1901.46
2021-06-25,Buy,AMZN,60,210.93,12655.8
2022-12-30,Buy,TSLA,85,324.86,27613.1
2022-09-24,Buy,TSLA,44,196.67,8653.48
2022-03-14,Dividend,AAPL,83,138.12,20.03
2023-10-25,Buy,MSFT,92,425.3,39127.6
2023-12-31,Dividend,GOOG,28,346.42,13.05
2023-10-31,Sell,GOOG,55,263.6,14498.0
2022-07-10,Sell,TSLA,21,61.71,1295.91
2024-07-03,Sell,GOOG,75,322.63,24197.25
2021-11-12,Buy,AMZN,45,85.23,3835.35
2022-11-12,Sell,GOOG,50,464.19,23209.5
2025-02-02,Sell,MSFT,9,480.43,4323.87
2025-06-12,Sell,GOOG,72,391.21,28167.12
2025-03-21,Sell,MSFT,31,288.04,8929.24
2021-02-23,Sell,TSLA,61,117.78,7184.58
2021-08-27,Dividend,AAPL,36,154.45,16.16
2021-02-23,Dividend,AMZN,22,292.42,7.34
2022-04-16,Dividend,GOOG,45,51.75,40.17
2024-12-05,Buy,AAPL,10,203.8,2038.0
2023-10-17,Buy,MSFT,34,100.0,3400.0
2022-12-21,Dividend,MSFT,48,477.49,39.43
2024-06-21,Dividend,AMZN,60,296.17,8.88
2025-12-07,Buy,GOOG,12,423.68,5084.16
2025-03-21,Sell,MSFT,84,304.38,25567.92
2023-11-04,Sell,GOOG,56,171.16,9584.96
2025-04-27,Buy,AMZN,34,343.34,11673.56
2022-05-02,Sell,AAPL,77,57.49,4426.73
2024-01-05,Sell,AAPL,7,191.58,1341.06
2024-10-01,Dividend,GOOG,28,324.96,37.52
2024-08-08,Buy,MSFT,64,236.79,15154.56
2021-04-18,Dividend,AMZN,27,51.82,10.55
2022-11-08,Buy,GOOG,9,66.41,597.69
2022-08-30,Sell,AAPL,34,268.56,9131.04
2023-06-24,Dividend,TSLA,65,237.13,14.03
2024-03-23,Dividend,AMZN,11,141.39,19.08
2024-09-26,Sell,MSFT,71,447.46,31769.66
2024-03-17,Buy,AAPL,11,124.98,1374.78
2025-07-09,Sell,MSFT,65,160.01,10400.65
2022-07-18,Buy,AAPL,51,248.4,12668.4
2024-02-10,Buy,AMZN,77,77.97,6003.69
2025-10-17,Sell,TSLA,8,273.41,2187.28
2022-01-13,Sell,AAPL,29,350.02,10150.58
2023-10-29,Buy,AMZN,3,313.02,939.06
2021-03-03,Sell,TSLA,20,121.5,2430.0
2021-10-23,Sell,AMZN,84,457.8,38455.2
2022-06-06,Buy,MSFT,67,230.51,15444.17
2025-01-21,Sell,TSLA,33,160.79,5306.07
2023-04-10,Buy,AMZN,3,439.93,1319.79
2024-07-24,Sell,GOOG,93,89.45,8318.85
2021-03-29,Dividend,AAPL,66,69.3,18.7
2021-09-30,Buy,AAPL,74,423.67,31351.58
2021-02-26,Sell,TSLA,77,295.31,22738.87
2021-03-05,Sell,MSFT,17,218.16,3708.72
2025-02-01,Dividend,TSLA,12,412.41,5.55
2024-10-15,Dividend,MSFT,24,82.77,19.0
2025-10-10,Dividend,TSLA,97,150.37,17.11
2021-06-25,Sell,AMZN,8,203.39,1627.12
2021-11-30,Buy,MSFT,33,115.54,3812.82
2022-07-04,Dividend,GOOG,2,115.25,11.69
2024-08-17,Dividend,AMZN,21,189.02,30.8
2024-02-03,Sell,TSLA,65,411.21,26728.65
2022-04-26,Dividend,GOOG,96,411.54,21.97
2024-10-29,Buy,AMZN,55,197.27,10849.85
2022-12-13,Buy,AAPL,75,205.43,15407.25
2025-08-09,Sell,AAPL,68,92.62,6298.16
2023-12-26,Dividend,AMZN,73,279.16,18.81
2025-05-08,Sell,MSFT,16,232.77,3724.32
2022-05-13,Sell,GOOG,59,349.49,20619.91
2021-04-16,Buy,MSFT,29,238.77,6924.33
2022-03-17,Sell,GOOG,6,72.56,435.36
2021-07-16,Dividend,AAPL,14,63.3,39.23
2022-09-10,Buy,MSFT,3,233.98,701.94
2021-08-16,Sell,MSFT,94,497.7,46783.8
2021-08-21,Sell,AMZN,65,247.92,16114.8
2024-09-12,Sell,AAPL,51,208.37,10626.87
2022-06-16,Buy,AAPL,10,153.2,1532.0
2022-09-15,Sell,AMZN,82,381.67,31296.94
2023-12-02,Buy,AMZN,66,386.36,25499.76
2022-05-15,Dividend,TSLA,41,62.75,47.77
2025-01-06,Sell,AAPL,37,361.32,13368.84
2023-04-25,Buy,AAPL,41,257.09,10540.69
2024-01-23,Buy,GOOG,89,326.09,29022.01
2022-07-24,Dividend,AAPL,45,355.2,11.46
2025-09-16,Buy,TSLA,4,429.24,1716.96
2025-09-07,Sell,GOOG,79,110.33,8716.07
2025-07-13,Buy,GOOG,7,164.23,1149.61
2021-05-10,Dividend,AAPL,1,296.49,13.71
2022-11-19,Dividend,MSFT,62,391.86,15.42
2025-07-06,Buy,GOOG,54,271.43,14657.22
2023-08-05,Dividend,AAPL,87,90.97,42.85
2021-08-11,Sell,MSFT,1,191.79,191.79
2021-03-17,Buy,AMZN,94,345.35,32462.9
2022-07-07,Buy,MSFT,87,272.55,23711.85
2025-08-28,Sell,MSFT,72,168.67,12144.24
2023-03-14,Dividend,AMZN,83,177.29,41.21
2025-02-11,Dividend,GOOG,87,182.92,28.49
2022-05-13,Sell,TSLA,7,468.1,3276.7
2023-01-31,Buy,TSLA,16,301.34,4821.44
2022-11-23,Dividend,GOOG,16,238.65,15.84
2022-11-30,Buy,GOOG,43,416.75,17920.25
2021-02-13,Dividend,GOOG,59,465.27,14.25
2023-09-06,Sell,MSFT,94,203.31,19111.14
2025-09-11,Buy,GOOG,5,129.36,646.8
2025-05-20,Buy,GOOG,59,236.85,13974.15
2024-01-01,Dividend,AAPL,52,355.23,7.04
2023-01-16,Buy,AMZN,32,339.19,10854.08
2021-04-14,Dividend,AAPL,23,181.06,11.59
2021-11-05,Sell,AAPL,65,320.36,20823.4
2023-10-26,Sell,TSLA,61,453.14,27641.54
2021-04-30,Dividend,TSLA,84,310.62,17.46
2025-05-15,Buy,AMZN,7,459.42,3215.94
2025-06-06,Buy,TSLA,9,465.6,4190.4
2024-12-30,Buy,TSLA,9,486.51,4378.59
2021-09-25,Buy,AMZN,75,452.46,33934.5
2021-04-29,Sell,MSFT,63,242.13,15254.19
2023-01-25,Dividend,GOOG,48,103.13,49.6
2023-06-08,Sell,AAPL,96,232.91,22359.36
2022-01-22,Dividend,TSLA,47,215.9,41.11
2022-12-28,Sell,GOOG,65,94.15,6119.75
2023-08-14,Sell,GOOG,46,62.72,2885.12
2021-05-09,Dividend,AAPL,100,87.41,48.48
2025-11-20,Sell,GOOG,72,362.41,26093.52
2025-06-26,Dividend,AMZN,14,121.99,29.57
2023-04-15,Sell,TSLA,8,313.48,2507.84
2021-12-20,Buy,AAPL,22,235.08,5171.76
2025-09-22,Dividend,AAPL,89,437.0,17.57
2023-08-05,Dividend,GOOG,30,336.05,12.34
2021-07-28,Buy,MSFT,67,187.01,12529.67
2025-02-15,Dividend,TSLA,87,99.12,35.24
2023-09-25,Buy,GOOG,82,344.62,28258.84
2022-06-21,Buy,AMZN,52,116.38,6051.76
2023-06-18,Sell,MSFT,30,298.37,8951.1
2024-07-07,Sell,MSFT,86,422.38,36324.68
2022-11-02,Sell,AAPL,67,460.43,30848.81
2025-11-10,Sell,TSLA,87,193.24,16811.88
2023-09-19,Dividend,MSFT,36,292.88,43.7
2025-06-30,Dividend,TSLA,89,402.52,46.99
2021-03-12,Buy,AAPL,75,177.45,13308.75
2022-08-01,Buy,MSFT,30,428.43,12852.9
2022-03-26,Dividend,GOOG,68,256.45,1.75
2024-04-23,Dividend,GOOG,95,70.52,47.31
2021-04-14,Buy,GOOG,99,260.12,25751.88
2024-09-08,Sell,MSFT,14,470.29,6584.06
2025-05-26,Dividend,MSFT,20,476.52,26.9
2021-04-19,Buy,TSLA,49,292.15,14315.35
2025-03-28,Buy,TSLA,41,141.8,5813.8
2021-07-25,Dividend,GOOG,63,491.59,4.31
2025-02-02,Buy,TSLA,29,296.19,8589.51
2021-10-05,Dividend,AAPL,25,219.01,8.68
2022-06-21,Sell,AMZN,20,486.91,9738.2
2024-03-03,Dividend,TSLA,58,157.29,5.2
2021-09-18,Sell,MSFT,8,343.53,2748.24
2022-05-18,Dividend,TSLA,15,71.29,44.83
2022-09-25,Buy,GOOG,17,264.8,4501.6
2024-09-03,Dividend,MSFT,45,350.42,28.91
2024-03-28,Sell,TSLA,17,187.38,3185.46
2021-07-21,Dividend,AMZN,36,390.92,47.23
2025-11-25,Buy,AAPL,41,386.62,15851.42
2022-08-12,Sell,AAPL,22,395.11,8692.42
2021-11-19,Dividend,AMZN,33,489.58,15.71
2021-06-19,Dividend,GOOG,79,306.8,47.77
2021-03-26,Dividend,AAPL,96,456.12,27.79
2021-06-18,Buy,GOOG,79,299.64,23671.56
2021-08-29,Buy,GOOG,93,84.18,7828.74
2023-02-27,Dividend,MSFT,90,272.62,19.66
2022-01-11,Dividend,AAPL,68,497.05,43.15
2025-10-05,Buy,GOOG,58,211.7,12278.6
2025-03-12,Buy,GOOG,59,249.77,14736.43
2025-09-25,Sell,TSLA,75,183.36,13752.0
2024-09-03,Dividend,TSLA,98,392.99,8.64
2021-09-10,Buy,GOOG,16,481.86,7709.76
2025-10-31,Sell,MSFT,33,153.12,5052.96
2025-04-14,Sell,GOOG,81,103.43,8377.83
2023-04-27,Buy,AAPL,71,212.79,15108.09
2023-08-19,Buy,MSFT,83,92.53,7679.99
2022-09-19,Sell,AMZN,79,127.45,10068.55
2023-01-11,Dividend,AMZN,21,489.58,3.39
2023-05-15,Sell,MSFT,86,331.77,28532.22
2022-11-11,Buy,MSFT,26,118.83,3089.58
2021-05-19,Buy,AMZN,95,438.9,41695.5
2021-09-29,Sell,AMZN,19,338.81,6437.39
2023-06-28,Dividend,AAPL,37,300.75,28.68
2024-02-05,Dividend,GOOG,34,129.33,27.87
2023-11-07,Sell,GOOG,48,486.68,23360.64
2022-02-05,Sell,AAPL,53,120.5,6386.5
2025-02-03,Buy,GOOG,35,130.67,4573.45
2021-02-23,Sell,MSFT,81,79.55,6443.55
2023-07-13,Sell,MSFT,13,169.13,2198.69
2025-03-22,Sell,GOOG,20,111.26,2225.2
2025-09-26,Buy,MSFT,62,316.16,19601.92
2023-05-18,Sell,MSFT,75,329.58,24718.5
2023-03-23,Dividend,GOOG,11,419.83,19.4
2024-01-15,Dividend,MSFT,20,434.69,25.66
2023-05-19,Buy,AAPL,27,65.62,1771.74
2024-10-29,Sell,MSFT,74,319.34,23631.16
2025-07-07,Sell,GOOG,13,155.88,2026.44
2024-12-03,Sell,AAPL,39,275.23,10733.97
2025-07-15,Dividend,TSLA,36,185.7,17.79
2024-07-04,Sell,AMZN,73,493.45,36021.85
2022-08-01,Buy,AMZN,69,458.06,31606.14
2023-02-17,Sell,GOOG,99,355.58,35202.42
2021-06-05,Dividend,MSFT,66,445.8,47.11
2021-03-25,Buy,TSLA,32,443.51,14192.32
2021-02-27,Dividend,AAPL,62,459.83,1.6
2022-09-21,Sell,GOOG,96,205.18,19697.28
2024-02-10,Sell,AAPL,85,172.32,14647.2
2023-02-02,Dividend,TSLA,64,463.48,38.09
2024-07-27,Dividend,GOOG,96,138.9,23.85
2025-03-14,Sell,TSLA,83,326.22,27076.26
2023-04-14,Sell,AMZN,67,445.15,29825.05
2024-02-19,Buy,TSLA,17,317.04,5389.68
2022-12-21,Dividend,MSFT,48,195.95,49.53
2025-12-07,Buy,AMZN,80,209.01,16720.8
2024-01-20,Buy,GOOG,1,172.32,172.32
2022-03-24,Dividend,AAPL,45,202.03,12.47
2024-10-31,Buy,GOOG,24,141.18,3388.32
2025-03-27,Buy,GOOG,73,130.88,9554.24
2024-09-02,Sell,AMZN,23,335.74,7722.02
2022-11-13,Dividend,TSLA,32,440.61,47.07
2024-03-09,Buy,AAPL,66,317.3,20941.8
2023-06-15,Buy,AAPL,88,442.72,38959.36
2023-12-14,Sell,AAPL,12,454.9,5458.8
2025-02-03,Buy,GOOG,78,495.99,38687.22
2022-11-21,Dividend,AMZN,75,463.67,33.95
2024-04-03,Sell,TSLA,65,498.99,32434.35
2022-03-26,Buy,AMZN,54,406.18,21933.72
2024-12-10,Dividend,MSFT,80,141.82,21.23
2025-12-02,Sell,MSFT,57,310.13,17677.41
2023-11-15,Buy,MSFT,89,456.93,40666.77
2024-01-05,Sell,TSLA,61,59.24,3613.64
2023-12-29,Sell,MSFT,35,50.18,1756.3
2021-06-18,Buy,GOOG,34,379.93,12917.62
2025-08-22,Dividend,GOOG,13,477.82,14.36
2021-12-15,Buy,AAPL,97,341.78,33152.66
2025-05-11,Dividend,AMZN,1,374.34,44.08
2021-05-08,Buy,AAPL,56,348.38,19509.28
2023-01-21,Sell,MSFT,38,257.5,9785.0
2024-09-17,Buy,AAPL,31,82.31,2551.61
2021-10-30,Buy,TSLA,39,289.34,11284.26
2025-08-17,Dividend,AMZN,70,373.38,32.41
2023-09-14,Buy,AAPL,76,196.34,14921.84
2024-04-29,Sell,AMZN,75,85.11,6383.25
2025-07-29,Sell,AMZN,8,490.97,3927.76
2023-02-16,Buy,AAPL,20,101.34,2026.8
2021-10-26,Buy,AAPL,86,318.57,27397.02
2024-10-18,Buy,AAPL,30,230.78,6923.4
2021-06-19,Buy,GOOG,5,378.31,1891.55
2024-05-16,Dividend,AAPL,31,369.18,4.47
2024-10-28,Dividend,MSFT,45,130.74,31.31
2024-12-13,Dividend,AAPL,58,396.79,9.15
2024-04-24,Dividend,MSFT,30,461.74,12.98
2023-02-24,Dividend,AAPL,89,360.98,33.43
